invoice_id,date,entry_channel,clerk_code,vendor_group,entry_minutes,corrected,days_to_pay
INV101686,2026-06-02,EDI,C01,MRO,2.1,No,29
INV101687,2026-06-02,Portal,C05,Freight,4.9,No,25
INV101688,2026-06-02,Paper-scan,C02,MRO,7.5,No,29
INV101689,2026-06-02,Portal,C10,Freight,4.4,No,28
INV101690,2026-06-02,EDI,C05,MRO,2.0,No,23
INV101691,2026-06-02,Portal,C12,Raw materials,5.3,No,27
INV101692,2026-06-02,Email-PDF,C08,MRO,7.4,No,37
INV101693,2026-06-02,EDI,C03,Services,4.7,No,30
INV101694,2026-06-02,EDI,C02,Raw materials,2.8,No,32
INV101695,2026-06-02,Email-PDF,C11,Raw materials,6.0,No,25
INV101696,2026-06-02,EDI,C02,MRO,2.9,No,24
INV101697,2026-06-02,Portal,C04,MRO,5.2,No,33
INV101698,2026-06-02,Email-PDF,C11,MRO,7.3,No,33
INV101699,2026-06-02,Email-PDF,C01,Raw materials,5.1,No,26
INV101700,2026-06-03,Portal,C03,Raw materials,3.3,No,
INV101701,2026-06-03,Email-PDF,C12,MRO,6.3,No,26
INV101702,2026-06-03,Portal,C11,Services,8.9,No,
INV101703,2026-06-03,Paper-scan,C09,Raw materials,6.1,No,
INV101704,2026-06-03,EDI,C12,MRO,1.6,No,34
INV101705,2026-06-03,Portal,C06,MRO,3.0,No,22
INV101706,2026-06-03,Paper-scan,C08,Freight,15.1,No,30
INV101707,2026-06-03,Portal,C04,MRO,4.2,No,30
INV101708,2026-06-03,Paper-scan,C03,Services,6.1,No,33
INV101709,2026-06-03,Portal,C08,MRO,3.5,No,29
INV101710,2026-06-03,Portal,C04,Freight,3.3,No,15
INV101711,2026-06-03,EDI,C04,Raw materials,3.3,No,17
INV101712,2026-06-03,Portal,C01,MRO,5.0,No,31
INV101713,2026-06-03,Email-PDF,C10,Raw materials,9.3,No,25
INV101714,2026-06-03,Portal,C06,Raw materials,3.0,No,36
INV101715,2026-06-03,Email-PDF,C08,Raw materials,8.7,No,24
INV101716,2026-06-03,Portal,C10,Raw materials,3.1,No,
INV101717,2026-06-04,Email-PDF,C08,Raw materials,9.2,No,33
INV101718,2026-06-04,Portal,C06,Freight,4.2,No,35
INV101719,2026-06-04,Email-PDF,C03,MRO,6.6,No,28
INV101720,2026-06-04,Portal,C11,MRO,6.1,No,18
INV101721,2026-06-04,Email-PDF,C10,Freight,6.3,No,23
INV101722,2026-06-04,EDI,C03,MRO,1.9,No,28
INV101723,2026-06-04,Portal,C06,Raw materials,9.2,No,29
INV101724,2026-06-04,Portal,C03,Raw materials,6.0,No,29
INV101725,2026-06-04,Portal,C03,Services,6.2,No,32
INV101726,2026-06-04,Portal,C08,Raw materials,5.2,Yes,
INV101727,2026-06-04,EDI,C10,Raw materials,1.3,No,32
INV101728,2026-06-04,Portal,C04,Raw materials,3.4,No,26
INV101729,2026-06-04,Paper-scan,C03,Services,7.4,No,31
INV101730,2026-06-04,Portal,C06,MRO,4.3,No,35
INV101731,2026-06-04,Email-PDF,C01,Utilities,6.2,No,27
INV101732,2026-06-05,Portal,C09,MRO,4.6,No,25
INV101733,2026-06-05,Portal,C03,Raw materials,3.2,No,23
INV101734,2026-06-05,EDI,C06,MRO,2.4,No,
INV101735,2026-06-05,Email-PDF,C12,Utilities,6.4,No,20
INV101736,2026-06-05,Paper-scan,C09,Services,8.5,Yes,
INV101737,2026-06-05,Paper-scan,C02,Raw materials,7.3,No,23
INV101738,2026-06-05,Portal,C10,Services,5.4,No,
INV101739,2026-06-05,Portal,C08,Services,9.9,No,28
INV101740,2026-06-05,Portal,C08,Utilities,4.1,No,27
INV101741,2026-06-05,Email-PDF,C12,Utilities,3.9,No,20
INV101742,2026-06-05,EDI,C10,Services,8.5,No,
INV101743,2026-06-05,EDI,C12,Raw materials,2.0,No,25
INV101744,2026-06-05,Paper-scan,C06,MRO,7.9,No,35
INV101745,2026-06-05,Portal,C07,Utilities,2.6,No,28
INV101746,2026-06-05,Email-PDF,C11,Services,13.8,No,34
INV101747,2026-06-08,Portal,C09,MRO,3.0,No,31
INV101748,2026-06-08,Portal,C03,Raw materials,5.3,No,29
INV101749,2026-06-08,Paper-scan,C07,Freight,14.7,No,24
INV101750,2026-06-08,Portal,C10,MRO,3.6,No,24
INV101751,2026-06-08,Email-PDF,C11,MRO,5.5,No,25
INV101752,2026-06-08,Portal,C05,Services,7.6,No,
INV101753,2026-06-08,EDI,C12,Raw materials,3.3,No,19
INV101754,2026-06-08,EDI,C07,Services,3.1,No,
INV101755,2026-06-08,Portal,C04,MRO,3.3,No,
INV101756,2026-06-08,EDI,C03,Raw materials,1.9,No,25
INV101757,2026-06-08,Portal,C03,Utilities,6.7,No,20
INV101758,2026-06-08,Portal,C05,Utilities,9.0,Yes,32
INV101759,2026-06-08,EDI,C05,Raw materials,1.1,No,29
INV101760,2026-06-08,Paper-scan,C05,MRO,16.3,No,
INV101761,2026-06-08,Portal,C12,Services,5.3,No,
INV101762,2026-06-08,Portal,C04,MRO,2.9,No,26
INV101763,2026-06-08,Portal,C11,Raw materials,5.1,No,29
INV101764,2026-06-08,Portal,C10,Raw materials,3.4,No,28
INV101765,2026-06-08,EDI,C04,Raw materials,2.3,No,26
INV101766,2026-06-09,Portal,C07,Services,6.4,No,
INV101767,2026-06-09,Portal,C02,MRO,2.9,Yes,
INV101768,2026-06-09,EDI,C06,Raw materials,2.0,No,20
INV101769,2026-06-09,Email-PDF,C08,MRO,6.7,No,24
INV101770,2026-06-09,Email-PDF,C05,Freight,7.0,No,
INV101771,2026-06-09,Portal,C05,Raw materials,5.6,No,23
INV101772,2026-06-09,Portal,C06,Services,8.7,No,
INV101773,2026-06-09,Email-PDF,C10,Raw materials,,No,26
INV101774,2026-06-09,Paper-scan,C11,Freight,8.5,No,
INV101775,2026-06-09,Email-PDF,C09,Raw materials,3.5,No,29
INV101776,2026-06-09,Email-PDF,C05,MRO,8.2,No,
INV101777,2026-06-09,EDI,C08,MRO,1.2,No,
INV101778,2026-06-09,Paper-scan,C09,MRO,9.2,No,25
INV101779,2026-06-09,Paper-scan,C07,Services,12.0,No,
INV101780,2026-06-10,Email-PDF,C09,Raw materials,6.1,No,27
INV101781,2026-06-10,EDI,C08,Utilities,1.8,No,27
INV101782,2026-06-10,Paper-scan,C07,Services,13.9,No,
INV101783,2026-06-10,Portal,C07,MRO,5.0,Yes,
INV101784,2026-06-10,Portal,C02,Raw materials,4.3,No,28
INV101785,2026-06-10,Paper-scan,C05,Raw materials,6.5,No,22
INV101786,2026-06-10,Portal,C09,Raw materials,2.7,No,25
INV101787,2026-06-10,EDI,C05,Raw materials,4.6,No,29
INV101788,2026-06-10,Portal,C08,Raw materials,2.8,No,23
INV101789,2026-06-10,Portal,C09,Services,4.0,No,
INV101790,2026-06-10,EDI,C10,Raw materials,2.6,No,
INV101791,2026-06-10,Portal,C03,Raw materials,4.4,No,17
INV101792,2026-06-11,Portal,C06,Raw materials,4.7,No,24
INV101793,2026-06-11,Portal,C02,Freight,4.0,No,20
INV101794,2026-06-11,Paper-scan,C09,MRO,9.0,No,
INV101795,2026-06-11,Portal,C07,Services,6.2,No,
INV101796,2026-06-11,EDI,C10,Raw materials,3.1,No,
INV101797,2026-06-11,Email-PDF,C12,Services,8.6,No,
INV101798,2026-06-11,Portal,C10,Raw materials,4.1,No,28
INV101799,2026-06-11,EDI,C06,Utilities,1.9,No,18
INV101800,2026-06-11,Portal,C07,Services,6.0,No,
INV101801,2026-06-11,EDI,C10,MRO,1.5,No,29
INV101802,2026-06-11,Portal,C05,Raw materials,3.2,No,29
INV101803,2026-06-11,Email-PDF,C02,MRO,7.0,No,
INV101804,2026-06-11,Portal,C05,Raw materials,3.2,No,
INV101805,2026-06-12,Email-PDF,C09,Raw materials,8.0,No,28
INV101806,2026-06-12,EDI,C06,Raw materials,2.7,No,25
INV101807,2026-06-12,Email-PDF,C03,Services,7.6,No,
INV101808,2026-06-12,Paper-scan,C06,Raw materials,12.2,No,26
INV101809,2026-06-12,Paper-scan,C03,Freight,7.5,No,23
INV101810,2026-06-12,Paper-scan,C06,Raw materials,5.5,Yes,
INV101811,2026-06-12,Portal,C09,Raw materials,4.9,No,
INV101812,2026-06-12,Paper-scan,C03,MRO,5.1,No,
INV101813,2026-06-12,Portal,C07,Raw materials,4.2,No,24
INV101814,2026-06-12,Portal,C02,Raw materials,3.7,No,
INV101815,2026-06-12,Paper-scan,C04,Services,9.3,No,
INV101816,2026-06-12,Email-PDF,C04,Raw materials,3.9,No,27
INV101817,2026-06-12,EDI,C08,Freight,1.9,No,
INV101818,2026-06-12,Portal,C10,Freight,4.8,No,
INV101819,2026-06-12,Portal,C11,Freight,3.7,No,26
INV101820,2026-06-12,Portal,C12,Raw materials,7.1,No,23
INV101821,2026-06-12,Email-PDF,C09,Raw materials,4.8,No,25
INV101822,2026-06-15,Email-PDF,C08,Raw materials,4.8,No,
INV101823,2026-06-15,Email-PDF,C12,Services,10.3,No,
INV101824,2026-06-15,Paper-scan,C12,Raw materials,8.6,No,
INV101825,2026-06-15,Portal,C12,Raw materials,6.3,No,
INV101826,2026-06-15,Email-PDF,C05,Utilities,6.0,No,
INV101827,2026-06-15,Portal,C02,MRO,3.5,No,
INV101828,2026-06-15,Portal,C05,Services,5.0,No,
INV101829,2026-06-15,Portal,C12,Freight,7.7,No,18
INV101830,2026-06-15,Portal,C03,Freight,6.8,No,
INV101831,2026-06-15,Portal,C10,Raw materials,2.6,No,
INV101832,2026-06-15,Email-PDF,C10,MRO,6.2,No,
INV101833,2026-06-15,EDI,C01,Freight,3.3,No,
INV101834,2026-06-15,Portal,C11,MRO,2.7,No,
INV101835,2026-06-15,Email-PDF,C08,Freight,4.0,No,
INV101836,2026-06-16,Email-PDF,C12,Services,8.2,No,
INV101837,2026-06-16,Email-PDF,C07,Freight,7.6,No,
INV101838,2026-06-16,Portal,C05,Raw materials,5.0,No,24
INV101839,2026-06-16,Email-PDF,C10,Services,7.7,No,
INV101840,2026-06-16,Email-PDF,C04,Freight,5.7,No,
INV101841,2026-06-16,Portal,C06,MRO,4.8,No,24
INV101842,2026-06-16,Portal,C12,Utilities,2.9,No,
INV101843,2026-06-16,Portal,C08,MRO,3.2,No,24
INV101844,2026-06-16,EDI,C05,Freight,3.7,No,
INV101845,2026-06-16,Paper-scan,C06,Raw materials,7.5,No,
INV101846,2026-06-16,EDI,C10,Freight,3.1,No,
INV101847,2026-06-16,Paper-scan,C09,Services,7.7,No,
INV101848,2026-06-16,Paper-scan,C04,Raw materials,4.9,No,24
INV101849,2026-06-16,EDI,C08,Services,4.0,No,
INV101850,2026-06-16,Paper-scan,C02,MRO,11.7,No,
INV101851,2026-06-16,Portal,C07,Raw materials,3.0,Yes,
INV101852,2026-06-16,Email-PDF,C09,Freight,5.6,No,
INV101853,2026-06-17,Paper-scan,C05,Services,10.2,No,
INV101854,2026-06-17,EDI,C02,Raw materials,1.9,No,
INV101855,2026-06-17,Email-PDF,C11,Utilities,5.9,Yes,
INV101856,2026-06-17,Email-PDF,C04,Raw materials,,No,
INV101857,2026-06-17,EDI,C05,MRO,1.5,No,
INV101858,2026-06-17,Email-PDF,C03,Raw materials,4.4,No,
INV101859,2026-06-17,EDI,C02,Raw materials,1.6,No,
INV101860,2026-06-17,Portal,C03,Services,8.7,Yes,
INV101861,2026-06-17,Email-PDF,C08,Raw materials,7.3,No,21
INV101862,2026-06-17,EDI,C11,Raw materials,2.4,No,20
INV101863,2026-06-17,Email-PDF,C09,Services,5.3,No,
INV101864,2026-06-17,Paper-scan,C06,Services,9.3,No,
INV101865,2026-06-17,Email-PDF,C02,Raw materials,6.9,No,
INV101866,2026-06-17,Email-PDF,C12,Services,8.6,No,
INV101867,2026-06-17,Portal,C06,MRO,5.8,No,
INV101868,2026-06-17,Email-PDF,C11,Raw materials,6.1,No,
INV101869,2026-06-17,Portal,C06,Raw materials,6.4,No,
INV101870,2026-06-18,EDI,C08,MRO,1.3,No,
INV101871,2026-06-18,Paper-scan,C12,Utilities,7.3,No,20
INV101872,2026-06-18,Portal,C04,Raw materials,6.1,No,
INV101873,2026-06-18,Email-PDF,C02,Utilities,5.1,No,15
INV101874,2026-06-18,Email-PDF,C03,Services,9.7,No,
INV101875,2026-06-18,Portal,C02,Raw materials,6.5,No,
INV101876,2026-06-18,Portal,C07,Services,8.0,No,
INV101877,2026-06-18,Portal,C08,Raw materials,3.2,No,
INV101878,2026-06-18,Portal,C03,Raw materials,4.0,No,
INV101879,2026-06-19,EDI,C01,Raw materials,2.1,No,20
INV101880,2026-06-19,Portal,C12,MRO,1.2,No,
INV101881,2026-06-19,Portal,C04,Utilities,6.0,No,11
INV101882,2026-06-19,Email-PDF,C09,Raw materials,7.9,No,
INV101883,2026-06-19,EDI,C01,Raw materials,1.8,No,
INV101884,2026-06-19,Email-PDF,C10,Utilities,6.0,No,
INV101885,2026-06-19,Portal,C04,Services,7.6,Yes,
INV101886,2026-06-19,Email-PDF,C02,Raw materials,8.0,No,
INV101887,2026-06-19,Email-PDF,C01,Raw materials,6.8,No,20
INV101888,2026-06-19,Portal,C05,MRO,2.6,No,20
INV101889,2026-06-19,Portal,C01,MRO,6.0,No,
INV101890,2026-06-22,Portal,C04,Utilities,3.4,No,
INV101891,2026-06-22,Paper-scan,C11,Utilities,8.5,No,
INV101892,2026-06-22,Email-PDF,C06,Freight,6.4,No,
INV101893,2026-06-22,Paper-scan,C04,Services,13.8,No,
INV101894,2026-06-22,Email-PDF,C02,Services,8.4,Yes,
INV101895,2026-06-22,Paper-scan,C02,Raw materials,8.9,No,
INV101896,2026-06-22,Email-PDF,C11,MRO,6.8,No,
INV101897,2026-06-22,Email-PDF,C11,MRO,7.1,Yes,
INV101898,2026-06-22,Email-PDF,C02,Raw materials,4.9,Yes,
INV101899,2026-06-22,Email-PDF,C11,Services,11.1,No,
INV101900,2026-06-22,EDI,C04,Freight,3.2,No,
INV101901,2026-06-22,Paper-scan,C06,MRO,10.6,No,
INV101902,2026-06-22,Email-PDF,C10,MRO,4.6,No,
INV101903,2026-06-22,Portal,C01,Raw materials,4.9,No,
INV101904,2026-06-22,Email-PDF,C09,MRO,5.7,No,
INV101905,2026-06-22,Paper-scan,C04,Raw materials,5.9,No,
INV101906,2026-06-23,Email-PDF,C10,Raw materials,6.7,No,
INV101907,2026-06-23,Portal,C09,Utilities,4.0,No,
INV101908,2026-06-23,Paper-scan,C04,Services,10.5,No,
INV101909,2026-06-23,Email-PDF,C11,Raw materials,6.3,No,
INV101910,2026-06-23,EDI,C07,Raw materials,1.8,No,
INV101911,2026-06-23,EDI,C06,Raw materials,2.7,No,
INV101912,2026-06-23,Paper-scan,C06,Raw materials,10.0,No,
INV101913,2026-06-23,Portal,C09,Utilities,4.4,No,
INV101914,2026-06-23,EDI,C12,Raw materials,1.8,No,
INV101915,2026-06-23,Portal,C07,Freight,2.7,No,
INV101916,2026-06-23,Portal,C01,MRO,4.1,No,
INV101917,2026-06-23,Email-PDF,C02,MRO,4.5,No,
INV101918,2026-06-23,Paper-scan,C05,MRO,7.7,No,
INV101919,2026-06-23,EDI,C05,MRO,2.8,No,
INV101920,2026-06-23,Portal,C12,Raw materials,2.9,No,
INV101921,2026-06-23,Email-PDF,C12,MRO,10.1,No,
INV101922,2026-06-24,EDI,C03,MRO,2.8,No,
INV101923,2026-06-24,Email-PDF,C08,Raw materials,10.3,No,
INV101924,2026-06-24,EDI,C11,Services,4.9,No,
INV101925,2026-06-24,Email-PDF,C07,Utilities,13.4,No,
INV101926,2026-06-24,EDI,C01,Freight,2.6,No,
INV101927,2026-06-24,Email-PDF,C07,Utilities,8.6,Yes,
INV101928,2026-06-24,Portal,C10,Services,6.1,No,
INV101929,2026-06-24,Portal,C06,Services,7.2,No,
INV101930,2026-06-24,Paper-scan,C05,Raw materials,9.9,No,
INV101931,2026-06-24,EDI,C01,Freight,2.6,No,
INV101932,2026-06-24,Portal,C04,Raw materials,3.2,No,
INV101933,2026-06-24,Email-PDF,C07,Freight,7.2,No,
INV101934,2026-06-24,Paper-scan,C09,Raw materials,8.1,No,
INV101935,2026-06-24,EDI,C11,Services,6.8,No,
INV101936,2026-06-24,Email-PDF,C10,Raw materials,5.2,No,
INV101937,2026-06-24,Paper-scan,C01,MRO,6.5,No,
INV101938,2026-06-24,Email-PDF,C12,Raw materials,6.5,No,
INV101939,2026-06-24,Email-PDF,C12,Utilities,9.7,No,
INV101940,2026-06-24,EDI,C04,Utilities,2.2,No,
INV101941,2026-06-24,Portal,C03,Freight,7.8,No,
INV101942,2026-06-25,Email-PDF,C06,Services,9.6,No,
INV101943,2026-06-25,Paper-scan,C05,Raw materials,6.1,No,
INV101944,2026-06-25,Paper-scan,C12,Raw materials,6.2,Yes,
INV101945,2026-06-25,Portal,C03,Raw materials,4.0,No,
INV101946,2026-06-25,Email-PDF,C08,Services,8.4,No,
INV101947,2026-06-25,Portal,C10,Freight,4.4,No,
INV101948,2026-06-25,Email-PDF,C04,Freight,9.0,No,
INV101949,2026-06-25,Email-PDF,C08,Utilities,5.1,No,
INV101950,2026-06-25,Portal,C11,Raw materials,3.3,No,
INV101951,2026-06-25,Portal,C04,Services,5.6,No,
INV101952,2026-06-25,Portal,C03,Services,8.4,No,
INV101953,2026-06-25,Email-PDF,C09,Freight,8.9,Yes,
INV101954,2026-06-25,Paper-scan,C02,MRO,4.5,No,
INV101955,2026-06-25,Portal,C02,Raw materials,4.4,No,
INV101956,2026-06-25,Email-PDF,C10,MRO,4.0,No,
INV101957,2026-06-25,Email-PDF,C11,MRO,8.6,No,
INV101958,2026-06-25,Paper-scan,C11,Raw materials,5.6,No,
INV101959,2026-06-25,Portal,C02,Services,5.5,No,
INV101960,2026-06-25,Email-PDF,C02,MRO,4.9,Yes,
INV101961,2026-06-25,Paper-scan,C07,Raw materials,5.6,No,
INV101962,2026-06-25,EDI,C02,MRO,1.4,No,
INV101963,2026-06-26,EDI,C12,Freight,4.5,No,
INV101964,2026-06-26,Email-PDF,C07,Raw materials,5.1,No,
INV101965,2026-06-26,Email-PDF,C09,Services,10.5,No,
INV101966,2026-06-26,EDI,C09,Services,6.7,No,
INV101967,2026-06-26,Portal,C05,Raw materials,4.2,No,
INV101968,2026-06-26,Paper-scan,C11,MRO,7.1,No,
INV101969,2026-06-26,Portal,C08,MRO,7.4,No,
INV101970,2026-06-26,Email-PDF,C10,Services,7.7,No,
INV101971,2026-06-26,EDI,C04,MRO,2.1,No,
INV101972,2026-06-26,Email-PDF,C11,MRO,6.4,No,
INV101973,2026-06-29,Portal,C05,MRO,3.2,No,
INV101974,2026-06-29,Portal,C02,Raw materials,2.5,No,
INV101975,2026-06-29,Email-PDF,C09,Utilities,10.3,Yes,
INV101976,2026-06-29,Portal,C12,Services,8.2,No,
INV101977,2026-06-29,Email-PDF,C01,Services,8.2,No,
INV101978,2026-06-29,EDI,C09,Raw materials,3.3,No,
INV101979,2026-06-29,EDI,C02,Freight,2.4,No,
INV101980,2026-06-29,Portal,C07,Raw materials,4.4,No,
INV101981,2026-06-29,Portal,C05,Services,7.2,Yes,
INV101982,2026-06-29,Paper-scan,C06,Services,6.6,No,
INV101983,2026-06-29,EDI,C01,Services,4.7,No,
INV101984,2026-06-29,Email-PDF,C10,Services,7.8,No,
INV101985,2026-06-29,Portal,C03,MRO,3.7,No,
INV101986,2026-06-29,Paper-scan,C06,Raw materials,10.9,No,
INV101987,2026-06-29,Portal,C10,Raw materials,3.1,No,
INV101988,2026-06-29,EDI,C09,MRO,1.8,No,
INV101989,2026-06-29,Email-PDF,C05,Services,6.3,No,
INV101990,2026-06-29,EDI,C04,Raw materials,1.8,No,
INV101991,2026-06-30,Portal,C10,Raw materials,3.4,No,
INV101992,2026-06-30,Email-PDF,C10,Services,8.3,No,
INV101993,2026-06-30,Portal,C12,MRO,3.4,No,
INV101994,2026-06-30,Portal,C12,MRO,3.0,No,
INV101995,2026-06-30,Email-PDF,C05,Raw materials,7.7,No,
INV101996,2026-06-30,EDI,C02,Services,5.8,No,
INV101997,2026-06-30,Portal,C03,Services,6.4,No,
INV101998,2026-06-30,Email-PDF,C11,Raw materials,8.6,No,
INV101999,2026-06-30,Portal,C10,Raw materials,3.6,No,
INV102000,2026-06-30,Portal,C07,Raw materials,3.8,No,
INV102001,2026-06-30,Email-PDF,C11,MRO,7.7,No,
INV102002,2026-06-30,EDI,C03,Services,4.2,No,
INV102003,2026-07-01,Paper-scan,C02,MRO,15.4,No,
INV102004,2026-07-01,EDI,C04,Freight,3.1,No,
INV102005,2026-07-01,Email-PDF,C04,Raw materials,6.2,No,
INV102006,2026-07-01,EDI,C03,Freight,7.8,No,
INV102007,2026-07-01,Paper-scan,C09,MRO,8.5,No,
INV102008,2026-07-01,Email-PDF,C03,Utilities,2.9,No,
INV102009,2026-07-01,Portal,C08,Services,3.0,No,
INV102010,2026-07-01,EDI,C04,MRO,1.6,No,
INV102011,2026-07-01,Portal,C05,Utilities,5.5,No,8
INV102012,2026-07-02,EDI,C07,Utilities,2.2,No,
INV102013,2026-07-02,EDI,C05,Services,9.2,No,
INV102014,2026-07-02,Portal,C07,Services,8.4,No,
INV102015,2026-07-02,Email-PDF,C12,MRO,4.1,No,
INV102016,2026-07-02,Email-PDF,C02,Raw materials,4.7,No,
INV102017,2026-07-02,Portal,C08,Utilities,4.6,No,
INV102018,2026-07-02,Portal,C02,Utilities,2.6,No,
INV102019,2026-07-02,EDI,C12,Raw materials,3.9,No,
INV102020,2026-07-02,Paper-scan,C11,MRO,7.6,No,
INV102021,2026-07-02,Email-PDF,C03,Raw materials,5.8,Yes,
INV102022,2026-07-02,EDI,C08,Raw materials,3.2,No,
INV102023,2026-07-02,Paper-scan,C04,MRO,7.3,No,
INV102024,2026-07-02,EDI,C11,Raw materials,1.9,No,
INV102025,2026-07-02,Email-PDF,C06,MRO,4.4,No,
INV102026,2026-07-02,Email-PDF,C04,MRO,5.4,Yes,
INV102027,2026-07-02,Email-PDF,C01,Raw materials,4.0,Yes,
INV102028,2026-07-02,EDI,C09,Raw materials,1.9,No,
INV102029,2026-07-02,EDI,C11,Raw materials,1.6,No,
INV102030,2026-07-02,Portal,C02,Freight,8.1,No,
INV102031,2026-07-02,Email-PDF,C01,MRO,6.2,No,
INV102032,2026-07-03,Email-PDF,C12,Freight,6.3,No,
INV102033,2026-07-03,Portal,C12,Services,5.4,No,
INV102034,2026-07-03,Email-PDF,C07,MRO,6.3,No,
INV102035,2026-07-03,Email-PDF,C10,Raw materials,5.5,Yes,
INV102036,2026-07-03,Email-PDF,C08,MRO,3.6,No,
INV102037,2026-07-03,Portal,C08,MRO,6.5,No,
INV102038,2026-07-03,Portal,C10,MRO,3.5,No,
INV102039,2026-07-03,Paper-scan,C05,MRO,6.3,No,
INV102040,2026-07-03,Portal,C11,Services,8.7,Yes,
INV102041,2026-07-03,Paper-scan,C02,Raw materials,7.9,No,
INV102042,2026-07-03,Portal,C11,MRO,3.2,No,
INV102043,2026-07-03,Portal,C11,MRO,3.1,No,
INV102044,2026-07-03,Email-PDF,C11,Raw materials,5.9,No,
INV102045,2026-07-03,EDI,C06,Services,6.4,No,
INV102046,2026-07-03,Paper-scan,C02,MRO,7.5,No,
INV102047,2026-07-03,Email-PDF,C04,Freight,9.8,Yes,
INV102048,2026-07-03,Portal,C10,Services,3.4,No,
INV102049,2026-07-03,Paper-scan,C10,Freight,7.2,No,
INV102050,2026-07-03,Portal,C01,Services,5.2,Yes,
INV102051,2026-07-03,Portal,C09,Services,5.4,No,
INV102052,2026-07-03,Paper-scan,C07,Freight,8.0,No,
